scrape_date,rank,provider,product_name,aer,duplicate_key
2026-07-02,262,Virgin Money,M Saver,1.75,Virgin Money|M Saver|1.75
2026-07-02,263,Chip,Chip Easy Access Account,1.71,Chip|Chip Easy Access Account|1.71
2026-07-02,264,Emma,Super Pot,1.70,Emma|Super Pot|1.70
2026-07-02,265,Manchester BS,Manchester Rainy Day Saver,1.70,Manchester BS|Manchester Rainy Day Saver|1.70
2026-07-02,266,Newcastle BS,Newcastle Double Access Saver (Issue 4),1.70,Newcastle BS|Newcastle Double Access Saver (Issue 4)|1.70
2026-07-02,267,Nottingham BS,Branch Flexible Saver,1.70,Nottingham BS|Branch Flexible Saver|1.70
2026-07-02,268,Emma,Easy Access Pot,1.67,Emma|Easy Access Pot|1.67
2026-07-02,269,Leek Building Society,Easy Access Saver,1.65,Leek Building Society|Easy Access Saver|1.65
2026-07-02,270,Nottingham BS,Triple Access Saver,1.65,Nottingham BS|Triple Access Saver|1.65
2026-07-02,271,Beverley BS,Instant Access,1.60,Beverley BS|Instant Access|1.60
2026-07-02,272,Furness BS,Everyday Saver (Issue 4),1.60,Furness BS|Everyday Saver (Issue 4)|1.60
2026-07-02,273,Leek Building Society,County Air Ambulance Trust Savings Account,1.60,Leek Building Society|County Air Ambulance Trust Savings Account|1.60
2026-07-02,274,Leek Building Society,East Cheshire Hospice Savings Account,1.60,Leek Building Society|East Cheshire Hospice Savings Account|1.60
2026-07-02,275,Leek Building Society,Totally Locally Leek Savings Account,1.60,Leek Building Society|Totally Locally Leek Savings Account|1.60
2026-07-02,276,Suffolk Building Society,Everyday Saver,1.60,Suffolk Building Society|Everyday Saver|1.60
2026-07-02,277,Beverley BS,Instant Access,1.56,Beverley BS|Instant Access|1.56
2026-07-02,278,Cambridge BS,Instant Access Account,1.55,Cambridge BS|Instant Access Account|1.55
2026-07-02,279,Chorley Building Society,Easy Access Saver (12 Withdrawals),1.55,Chorley Building Society|Easy Access Saver (12 Withdrawals)|1.55
2026-07-02,280,TSB,Spend & Save Plus Savings Pot,1.55,TSB|Spend & Save Plus Savings Pot|1.55
2026-07-02,281,Hinckley & Rugby BS,Easy Access,1.51,Hinckley & Rugby BS|Easy Access|1.51
2026-07-02,282,AIB (NI),Select Account,1.50,AIB (NI)|Select Account|1.50
2026-07-02,283,Aldermore,Double Access Account (Issue 8),1.50,Aldermore|Double Access Account (Issue 8)|1.50
2026-07-02,284,Allied Irish Bank (GB),Demand Deposit Account,1.50,Allied Irish Bank (GB)|Demand Deposit Account|1.50
2026-07-02,285,Paragon Bank,Easy Access Savings Account - Issue 14,1.50,Paragon Bank|Easy Access Savings Account - Issue 14|1.50
2026-07-02,286,The Co-operative Bank,Base Rate Tracker Savings Account,1.50,The Co-operative Bank|Base Rate Tracker Savings Account|1.50
2026-07-02,287,West Brom BS,West Brom Saver,1.50,West Brom BS|West Brom Saver|1.50
2026-07-02,288,Bank of Ireland UK,Classic Saver,1.45,Bank of Ireland UK|Classic Saver|1.45
2026-07-02,289,Leeds BS,Access Saver,1.45,Leeds BS|Access Saver|1.45
2026-07-02,290,Leeds BS,E-Saver,1.45,Leeds BS|E-Saver|1.45
2026-07-02,291,TSB,Spend & Save Savings Pot,1.45,TSB|Spend & Save Savings Pot|1.45
2026-07-02,292,Harpenden BS,Instant Access Account (Issue 2),1.40,Harpenden BS|Instant Access Account (Issue 2)|1.40
2026-07-02,293,Loughborough BS,Barrow Upon Soar Library Saver - Instant Access,1.40,Loughborough BS|Barrow Upon Soar Library Saver - Instant Access|1.40
2026-07-02,294,Loughborough BS,Castle Donington Library - Instant Access,1.40,Loughborough BS|Castle Donington Library - Instant Access|1.40
2026-07-02,295,Loughborough BS,Instant Access,1.40,Loughborough BS|Instant Access|1.40
2026-07-02,296,Loughborough BS,Rainbows Community Saver - Instant Access,1.40,Loughborough BS|Rainbows Community Saver - Instant Access|1.40
2026-07-02,297,The Co-operative Bank,Smart Saver,1.40,The Co-operative Bank|Smart Saver|1.40
2026-07-02,298,West Brom BS,Direct Limited Access Saver (Issue 3),1.40,West Brom BS|Direct Limited Access Saver (Issue 3)|1.40
2026-07-02,299,West Brom BS,Four Access Saver (Issue 6),1.40,West Brom BS|Four Access Saver (Issue 6)|1.40
2026-07-02,300,West Brom BS,Limited Access Saver (Issue 2),1.40,West Brom BS|Limited Access Saver (Issue 2)|1.40
2026-07-02,301,Harpenden BS,Online Single Access (Issue 3),1.35,Harpenden BS|Online Single Access (Issue 3)|1.35
2026-07-02,302,NatWest,Flexible Saver,1.35,NatWest|Flexible Saver|1.35
2026-07-02,303,Royal Bank of Scotland,Flexible Saver,1.35,Royal Bank of Scotland|Flexible Saver|1.35
2026-07-02,304,Progressive BS,Branch Instant Access Saver Account,1.30,Progressive BS|Branch Instant Access Saver Account|1.30
2026-07-02,305,Buckinghamshire BS,Chiltern Easy Access,1.25,Buckinghamshire BS|Chiltern Easy Access|1.25
2026-07-02,306,Buckinghamshire BS,Online Single Access Saver,1.25,Buckinghamshire BS|Online Single Access Saver|1.25
2026-07-02,307,ICICI Bank UK,HiSAVE Savings Account,1.25,ICICI Bank UK|HiSAVE Savings Account|1.25
2026-07-02,308,Paragon Bank,Triple Access Savings Account - Issue 18,1.25,Paragon Bank|Triple Access Savings Account - Issue 18|1.25
2026-07-02,309,State Bank of India,Instant Access Savings Account - Issue 6,1.25,State Bank of India|Instant Access Savings Account - Issue 6|1.25
2026-07-02,310,Teachers BS,Double Access Savings for Everyone (Issue 1),1.25,Teachers BS|Double Access Savings for Everyone (Issue 1)|1.25
2026-07-02,311,Teachers BS,Double Access Savings for Teachers (Issue 1),1.25,Teachers BS|Double Access Savings for Teachers (Issue 1)|1.25
2026-07-02,312,West Brom BS,Albion Advantage Account,1.25,West Brom BS|Albion Advantage Account|1.25
2026-07-02,313,West Brom BS,Amber Blue Saver Account,1.25,West Brom BS|Amber Blue Saver Account|1.25
2026-07-02,314,West Brom BS,Community Account,1.25,West Brom BS|Community Account|1.25
2026-07-02,315,West Brom BS,Red Balloon Appeal Account,1.25,West Brom BS|Red Balloon Appeal Account|1.25
2026-07-02,316,West Brom BS,Saddlers Super Saver Account,1.25,West Brom BS|Saddlers Super Saver Account|1.25
2026-07-02,317,Nationwide BS,Instant Access Saver Issue 17,1.15,Nationwide BS|Instant Access Saver Issue 17|1.15
2026-07-02,318,Furness BS,Barrow AFC Community Account (Issue 3),1.10,Furness BS|Barrow AFC Community Account (Issue 3)|1.10
2026-07-02,319,Furness BS,Barrow Raiders Rugby League Community Account (3),1.10,Furness BS|Barrow Raiders Rugby League Community Account (3)|1.10
2026-07-02,320,Furness BS,Bolton Hospice Community Account (Issue 3),1.10,Furness BS|Bolton Hospice Community Account (Issue 3)|1.10
2026-07-02,321,Furness BS,Croft Care Trust Community Account (Issue 3),1.10,Furness BS|Croft Care Trust Community Account (Issue 3)|1.10
2026-07-02,322,Furness BS,Rosemere Cancer Foundation Community Account (3),1.10,Furness BS|Rosemere Cancer Foundation Community Account (3)|1.10
2026-07-02,323,Furness BS,St John's Hospice Community Account (Issue 3),1.10,Furness BS|St John's Hospice Community Account (Issue 3)|1.10
2026-07-02,324,Furness BS,St. Mary's Hospice Community Account (Issue 3),1.10,Furness BS|St. Mary's Hospice Community Account (Issue 3)|1.10
2026-07-02,325,Furness BS,Trinity Hospice Community Account (Issue 3),1.10,Furness BS|Trinity Hospice Community Account (Issue 3)|1.10
2026-07-02,326,HSBC,HSBC Premier Savings,1.10,HSBC|HSBC Premier Savings|1.10
2026-07-02,327,Lloyds Bank,Club Lloyds Saver,1.10,Lloyds Bank|Club Lloyds Saver|1.10
2026-07-02,328,Danske Bank,Danske Instant Access,1.05,Danske Bank|Danske Instant Access|1.05
2026-07-02,329,Dudley BS,Instant Tracker,1.05,Dudley BS|Instant Tracker|1.05
2026-07-02,330,HSBC,Flexible Saver,1.05,HSBC|Flexible Saver|1.05
2026-07-02,331,HSBC,Online Bonus Saver,1.05,HSBC|Online Bonus Saver|1.05
2026-07-02,332,M&S Bank,M&S Everyday Savings Account,1.05,M&S Bank|M&S Everyday Savings Account|1.05
2026-07-02,333,Nationwide BS,1 Year Triple Access Saver 3,1.05,Nationwide BS|1 Year Triple Access Saver 3|1.05
2026-07-02,334,TSB,Easy Saver,1.05,TSB|Easy Saver|1.05
2026-07-02,335,TSB,eSavings,1.05,TSB|eSavings|1.05
2026-07-02,336,first direct,Bonus Savings Account,1.05,first direct|Bonus Savings Account|1.05
2026-07-02,337,first direct,Savings Account,1.05,first direct|Savings Account|1.05
2026-07-02,338,NatWest,Defined Access Saver - Issue 3,1.04,NatWest|Defined Access Saver - Issue 3|1.04
2026-07-02,339,Barclays Bank,Everyday Saver,1.00,Barclays Bank|Everyday Saver|1.00
2026-07-02,340,Earl Shilton BS,Instant Access Savings Account,1.00,Earl Shilton BS|Instant Access Savings Account|1.00
2026-07-02,341,Hanley Economic BS,Instant Access,1.00,Hanley Economic BS|Instant Access|1.00
2026-07-02,342,Hanley Economic BS,Local Charity Saver - Alice Charity,1.00,Hanley Economic BS|Local Charity Saver - Alice Charity|1.00
2026-07-02,343,Hanley Economic BS,Local Charity Saver - Dougie Mac Hospice,1.00,Hanley Economic BS|Local Charity Saver - Dougie Mac Hospice|1.00
2026-07-02,344,Hanley Economic BS,Local Charity Saver - GLOW,1.00,Hanley Economic BS|Local Charity Saver - GLOW|1.00
2026-07-02,345,Hanley Economic BS,Local Charity Saver - YMCA,1.00,Hanley Economic BS|Local Charity Saver - YMCA|1.00
2026-07-02,346,Melton BS,Instant Access Share,1.00,Melton BS|Instant Access Share|1.00
2026-07-02,347,Reliance Bank,Charity Giving Instant Access Savings Account,1.00,Reliance Bank|Charity Giving Instant Access Savings Account|1.00
2026-07-02,348,Reliance Bank,Instant Access Savings Account,1.00,Reliance Bank|Instant Access Savings Account|1.00
2026-07-02,349,Santander,First Home Saver (Issue 1),1.00,Santander|First Home Saver (Issue 1)|1.00
2026-07-02,350,Santander,Limited Access Saver (Issue 8),1.00,Santander|Limited Access Saver (Issue 8)|1.00
2026-07-02,351,The Co-operative Bank,Select Access Saver 5,1.00,The Co-operative Bank|Select Access Saver 5|1.00
2026-07-02,352,Union Bank of India (UK) Ltd,Savings Account,1.00,Union Bank of India (UK) Ltd|Savings Account|1.00
2026-07-02,353,Hanley Economic BS,Potteries Prize Saver,0.95,Hanley Economic BS|Potteries Prize Saver|0.95
2026-07-02,354,Bank of Scotland,Access Saver,0.90,Bank of Scotland|Access Saver|0.90
2026-07-02,355,Chorley Building Society,Age UK Lancashire,0.90,Chorley Building Society|Age UK Lancashire|0.90
2026-07-02,356,Chorley Building Society,Chorleian Share,0.90,Chorley Building Society|Chorleian Share|0.90
2026-07-02,357,Chorley Building Society,Chorley Football Club,0.90,Chorley Building Society|Chorley Football Club|0.90
2026-07-02,358,Chorley Building Society,Derian House,0.90,Chorley Building Society|Derian House|0.90
2026-07-02,359,Chorley Building Society,Easy Access Saver (1 Withdrawal),0.90,Chorley Building Society|Easy Access Saver (1 Withdrawal)|0.90
2026-07-02,360,Chorley Building Society,Easy Access Saver (12 Withdrawals),0.90,Chorley Building Society|Easy Access Saver (12 Withdrawals)|0.90
2026-07-02,361,Chorley Building Society,Easy Access Saver (2 Withdrawals),0.90,Chorley Building Society|Easy Access Saver (2 Withdrawals)|0.90
2026-07-02,362,Chorley Building Society,Easy Access Saver (3 Withdrawals),0.90,Chorley Building Society|Easy Access Saver (3 Withdrawals)|0.90
2026-07-02,363,Chorley Building Society,Easy Access Saver (4 Withdrawals),0.90,Chorley Building Society|Easy Access Saver (4 Withdrawals)|0.90
2026-07-02,364,Chorley Building Society,Easy Access Saver (6 Withdrawals),0.90,Chorley Building Society|Easy Access Saver (6 Withdrawals)|0.90
2026-07-02,365,Chorley Building Society,Galloways Society for the Blind,0.90,Chorley Building Society|Galloways Society for the Blind|0.90
2026-07-02,366,Chorley Building Society,North West Air Ambulance Charity,0.90,Chorley Building Society|North West Air Ambulance Charity|0.90
2026-07-02,367,Chorley Building Society,Online Saver (Triple Access),0.90,Chorley Building Society|Online Saver (Triple Access)|0.90
2026-07-02,368,Chorley Building Society,Regenerage,0.90,Chorley Building Society|Regenerage|0.90
2026-07-02,369,Chorley Building Society,Rosemere Cancer Foundation,0.90,Chorley Building Society|Rosemere Cancer Foundation|0.90
2026-07-02,370,Chorley Building Society,St Catherine's Hospice,0.90,Chorley Building Society|St Catherine's Hospice|0.90
2026-07-02,371,Halifax,Everyday Saver,0.90,Halifax|Everyday Saver|0.90
2026-07-02,372,Lloyds Bank,Easy Saver,0.90,Lloyds Bank|Easy Saver|0.90
2026-07-02,373,Metro Bank,Instant Access Savings Account,0.90,Metro Bank|Instant Access Savings Account|0.90
2026-07-02,374,Earl Shilton BS,Bonus One Account,0.85,Earl Shilton BS|Bonus One Account|0.85
2026-07-02,375,Market Harborough BS,Easy Access - Save & Support,0.80,Market Harborough BS|Easy Access - Save & Support|0.80
2026-07-02,376,Earl Shilton BS,Progress Account,0.75,Earl Shilton BS|Progress Account|0.75
2026-07-02,377,Punjab National Bank (International) Limited,Savings Account,0.75,Punjab National Bank (International) Limited|Savings Account|0.75
2026-07-02,378,Bank of Scotland,Advantage Saver,0.65,Bank of Scotland|Advantage Saver|0.65
2026-07-02,379,Halifax,Bonus Saver,0.65,Halifax|Bonus Saver|0.65
2026-07-02,380,Halifax,Reward Bonus Saver,0.65,Halifax|Reward Bonus Saver|0.65
2026-07-02,381,Lloyds Bank,Club Lloyds Advantage Saver,0.65,Lloyds Bank|Club Lloyds Advantage Saver|0.65
2026-07-02,382,Barclays Bank,Reward Saver,0.60,Barclays Bank|Reward Saver|0.60
2026-07-02,383,TSB,Save Well Limited Access Account,0.25,TSB|Save Well Limited Access Account|0.25
2026-07-02,384,Santander,Santander Edge Saver (Issue 5),0.00,Santander|Santander Edge Saver (Issue 5)|0.00
2026-07-02,385,cahoot,cahoot Sunny Day Saver (Issue 6),0.00,cahoot|cahoot Sunny Day Saver (Issue 6)|0.00
